"","dateHour","dayOfWeek","socialNetwork","sessions"
"848","2015020507","4","(not set)",700
"849","2015020508","4","(not set)",868
"850","2015020509","4","(not set)",845
"851","2015020510","4","(not set)",770
"852","2015020511","4","(not set)",643
"853","2015020512","4","(not set)",666
"854","2015020513","4","(not set)",579
"855","2015020514","4","(not set)",509
"856","2015020515","4","(not set)",585
"857","2015020516","4","(not set)",365
"858","2015020517","4","(not set)",307
"859","2015020518","4","(not set)",226
"860","2015020519","4","(not set)",226
"861","2015020520","4","(not set)",220
"862","2015020521","4","(not set)",226
"863","2015020522","4","(not set)",261
"864","2015020523","4","(not set)",243
"865","2015020600","5","(not set)",110
"866","2015020601","5","(not set)",284
"867","2015020602","5","(not set)",289
"868","2015020603","5","(not set)",411
"869","2015020604","5","(not set)",440
"870","2015020605","5","(not set)",452
"871","2015020606","5","(not set)",353
"872","2015020607","5","(not set)",463
"873","2015020608","5","(not set)",440
"874","2015020609","5","(not set)",498
"875","2015020610","5","(not set)",452
"876","2015020611","5","(not set)",359
"877","2015020612","5","(not set)",509
"878","2015020613","5","(not set)",428
"879","2015020614","5","(not set)",475
"880","2015020615","5","(not set)",405
"881","2015020616","5","(not set)",544
"882","2015020617","5","(not set)",266
"883","2015020618","5","(not set)",191
"884","2015020619","5","(not set)",191
"885","2015020620","5","(not set)",151
"886","2015020621","5","(not set)",174
"887","2015020622","5","(not set)",93
"888","2015020623","5","(not set)",127
"889","2015020700","6","(not set)",104
"890","2015020701","6","(not set)",64
"891","2015020702","6","(not set)",104
"892","2015020703","6","(not set)",151
"893","2015020704","6","(not set)",179
"894","2015020705","6","(not set)",168
"895","2015020706","6","(not set)",116
"896","2015020707","6","(not set)",156
"897","2015020708","6","(not set)",220
"898","2015020709","6","(not set)",197
"899","2015020710","6","(not set)",243
"900","2015020711","6","(not set)",185
"901","2015020712","6","(not set)",278
"902","2015020713","6","(not set)",156
"903","2015020714","6","(not set)",197
"904","2015020715","6","(not set)",174
"905","2015020716","6","(not set)",151
"906","2015020717","6","(not set)",151
"907","2015020718","6","(not set)",203
"908","2015020719","6","(not set)",93
"909","2015020720","6","(not set)",110
"910","2015020721","6","(not set)",127
"911","2015020722","6","(not set)",87
"912","2015020723","6","(not set)",81
"913","2015020800","0","(not set)",87
"914","2015020801","0","(not set)",69
"915","2015020802","0","(not set)",69
"916","2015020803","0","(not set)",145
"917","2015020804","0","(not set)",75
"918","2015020805","0","(not set)",98
"919","2015020806","0","(not set)",156
"920","2015020807","0","(not set)",208
"921","2015020808","0","(not set)",232
"922","2015020809","0","(not set)",243
"923","2015020810","0","(not set)",156
"924","2015020811","0","(not set)",289
"925","2015020812","0","(not set)",255
"926","2015020813","0","(not set)",220
"927","2015020814","0","(not set)",191
"928","2015020815","0","(not set)",197
"929","2015020816","0","(not set)",174
"930","2015020817","0","(not set)",220
"931","2015020818","0","(not set)",127
"932","2015020819","0","(not set)",255
"933","2015020820","0","(not set)",237
"934","2015020821","0","(not set)",191
"935","2015020822","0","(not set)",220
"936","2015020823","0","(not set)",179
"937","2015020900","1","(not set)",307
"938","2015020901","1","(not set)",284
"939","2015020902","1","(not set)",324
"940","2015020903","1","(not set)",480
"941","2015020904","1","(not set)",480
"942","2015020905","1","(not set)",399
"943","2015020906","1","(not set)",417
"944","2015020907","1","(not set)",521
"945","2015020908","1","(not set)",614
"946","2015020909","1","(not set)",758
"947","2015020910","1","(not set)",700
"948","2015020911","1","(not set)",579
"949","2015020912","1","(not set)",469
"950","2015020913","1","(not set)",469
"951","2015020914","1","(not set)",614
"952","2015020915","1","(not set)",515
"953","2015020916","1","(not set)",423
"954","2015020917","1","(not set)",399
"955","2015020918","1","(not set)",261
"956","2015020919","1","(not set)",313
"957","2015020920","1","(not set)",324
"958","2015020921","1","(not set)",272
"959","2015020922","1","(not set)",272
"960","2015020923","1","(not set)",226
"961","2015021000","2","(not set)",307
"962","2015021001","2","(not set)",272
"963","2015021002","2","(not set)",295
"964","2015021003","2","(not set)",446
"965","2015021004","2","(not set)",550
"966","2015021005","2","(not set)",388
"967","2015021006","2","(not set)",388
"968","2015021007","2","(not set)",434
"969","2015021008","2","(not set)",498
"970","2015021009","2","(not set)",544
"971","2015021010","2","(not set)",614
"972","2015021011","2","(not set)",654
"973","2015021012","2","(not set)",521
"974","2015021013","2","(not set)",538
"975","2015021014","2","(not set)",492
"976","2015021015","2","(not set)",631
"977","2015021016","2","(not set)",446
"978","2015021017","2","(not set)",330
"979","2015021018","2","(not set)",232
"980","2015021019","2","(not set)",243
"981","2015021020","2","(not set)",220
"982","2015021021","2","(not set)",266
"983","2015021022","2","(not set)",301
"984","2015021023","2","(not set)",232
"985","2015021100","3","(not set)",226
"986","2015021101","3","(not set)",284
"987","2015021102","3","(not set)",330
"988","2015021103","3","(not set)",463
"989","2015021104","3","(not set)",446
"990","2015021105","3","(not set)",434
"991","2015021106","3","(not set)",342
"992","2015021107","3","(not set)",411
"993","2015021108","3","(not set)",509
"994","2015021109","3","(not set)",602
"995","2015021110","3","(not set)",590
"996","2015021111","3","(not set)",619
"997","2015021112","3","(not set)",480
"998","2015021113","3","(not set)",457
"999","2015021114","3","(not set)",440
"1000","2015021115","3","(not set)",463
